"video_id","word","n","totalVideo","freqVideo","date","title","viewCount","likeCount","dislikeCount","commentCount","source","totalSource","freqSource","tf","idf","tf_idf"
"k1081-5gs9E","beauty",1,1,1,2016-10-25,"Grace Hartzel’s David Bowie Halloween Makeover | Beauty Secrets | Vogue",341839,7813,122,173,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.25809653802148,-0.0013089982073208
"k1081-5gs9E","bowie",1,1,1,2016-10-25,"Grace Hartzel’s David Bowie Halloween Makeover | Beauty Secrets | Vogue",341839,7813,122,173,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"k1081-5gs9E","david",1,1,1,2016-10-25,"Grace Hartzel’s David Bowie Halloween Makeover | Beauty Secrets | Vogue",341839,7813,122,173,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"k1081-5gs9E","grace",1,1,1,2016-10-25,"Grace Hartzel’s David Bowie Halloween Makeover | Beauty Secrets | Vogue",341839,7813,122,173,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"k1081-5gs9E","halloween",1,1,1,2016-10-25,"Grace Hartzel’s David Bowie Halloween Makeover | Beauty Secrets | Vogue",341839,7813,122,173,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"k1081-5gs9E","hartzel’s",1,1,1,2016-10-25,"Grace Hartzel’s David Bowie Halloween Makeover | Beauty Secrets | Vogue",341839,7813,122,173,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"k1081-5gs9E","makeover",1,1,1,2016-10-25,"Grace Hartzel’s David Bowie Halloween Makeover | Beauty Secrets | Vogue",341839,7813,122,173,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"k1081-5gs9E","secrets",1,1,1,2016-10-25,"Grace Hartzel’s David Bowie Halloween Makeover | Beauty Secrets | Vogue",341839,7813,122,173,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.15700042115011,-0.0012683810450583
"k1081-5gs9E","vogue",1,1,1,2016-10-25,"Grace Hartzel’s David Bowie Halloween Makeover | Beauty Secrets | Vogue",341839,7813,122,173,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"KFzKKiFBYy0","73",1,1,1,2017-02-28,"73 Questions With Ashley Graham | Vogue",2490730,42811,1207,1988,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.70805020110221,-0.0010880073126164
"KFzKKiFBYy0","ashley",1,1,1,2017-02-28,"73 Questions With Ashley Graham | Vogue",2490730,42811,1207,1988,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.25276296849537,-0.00050331979449392
"KFzKKiFBYy0","graham",1,1,1,2017-02-28,"73 Questions With Ashley Graham | Vogue",2490730,42811,1207,1988,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.916290731874155,-0.000368136091552493
"KFzKKiFBYy0","questions",1,1,1,2017-02-28,"73 Questions With Ashley Graham | Vogue",2490730,42811,1207,1988,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.7408400239252,-0.00110118120688035
"KFzKKiFBYy0","vogue",1,1,1,2017-02-28,"73 Questions With Ashley Graham | Vogue",2490730,42811,1207,1988,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"lcyokadl-cY","36",1,1,1,2016-06-17,"36 Hours With Ashley Graham, Supermodel! | Vogue",1139696,13313,395,854,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"lcyokadl-cY","ashley",1,1,1,2016-06-17,"36 Hours With Ashley Graham, Supermodel! | Vogue",1139696,13313,395,854,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.25276296849537,-0.00050331979449392
"lcyokadl-cY","graham",1,1,1,2016-06-17,"36 Hours With Ashley Graham, Supermodel! | Vogue",1139696,13313,395,854,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.916290731874155,-0.000368136091552493
"lcyokadl-cY","hours",1,1,1,2016-06-17,"36 Hours With Ashley Graham, Supermodel! | Vogue",1139696,13313,395,854,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.6094379124341,-0.000646620294268421
"lcyokadl-cY","supermodel",1,1,1,2016-06-17,"36 Hours With Ashley Graham, Supermodel! | Vogue",1139696,13313,395,854,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.14006616349627,-0.000859809627760655
"lcyokadl-cY","vogue",1,1,1,2016-06-17,"36 Hours With Ashley Graham, Supermodel! | Vogue",1139696,13313,395,854,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"N8HqyuLBqnU","73",1,1,1,2016-10-18,"73 Questions With Emma Stone | Vogue",11118887,157812,5857,9057,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.70805020110221,-0.0010880073126164
"N8HqyuLBqnU","emma",1,1,1,2016-10-18,"73 Questions With Emma Stone | Vogue",11118887,157812,5857,9057,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"N8HqyuLBqnU","questions",1,1,1,2016-10-18,"73 Questions With Emma Stone | Vogue",11118887,157812,5857,9057,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.7408400239252,-0.00110118120688035
"N8HqyuLBqnU","stone",1,1,1,2016-10-18,"73 Questions With Emma Stone | Vogue",11118887,157812,5857,9057,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"N8HqyuLBqnU","vogue",1,1,1,2016-10-18,"73 Questions With Emma Stone | Vogue",11118887,157812,5857,9057,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"nqRKdaYAK9w","adriana",1,1,1,2016-11-07,"Adriana Lima, Lily Aldridge, and More Show What Happens at the Victoria’s Secret Angel Fittings",521064,7591,88,324,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.38629436111989,-0.000556968405431856
"nqRKdaYAK9w","aldridge",1,1,1,2016-11-07,"Adriana Lima, Lily Aldridge, and More Show What Happens at the Victoria’s Secret Angel Fittings",521064,7591,88,324,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"nqRKdaYAK9w","angel",1,1,1,2016-11-07,"Adriana Lima, Lily Aldridge, and More Show What Happens at the Victoria’s Secret Angel Fittings",521064,7591,88,324,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.39789527279837,-0.000963397056166481
"nqRKdaYAK9w","fittings",1,1,1,2016-11-07,"Adriana Lima, Lily Aldridge, and More Show What Happens at the Victoria’s Secret Angel Fittings",521064,7591,88,324,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"nqRKdaYAK9w","lily",1,1,1,2016-11-07,"Adriana Lima, Lily Aldridge, and More Show What Happens at the Victoria’s Secret Angel Fittings",521064,7591,88,324,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.09861228866811,-0.000441387018347975
"nqRKdaYAK9w","lima",1,1,1,2016-11-07,"Adriana Lima, Lily Aldridge, and More Show What Happens at the Victoria’s Secret Angel Fittings",521064,7591,88,324,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"nqRKdaYAK9w","secret",1,1,1,2016-11-07,"Adriana Lima, Lily Aldridge, and More Show What Happens at the Victoria’s Secret Angel Fittings",521064,7591,88,324,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.0517849478033,-0.00162787663632113
"nqRKdaYAK9w","victoria’s",1,1,1,2016-11-07,"Adriana Lima, Lily Aldridge, and More Show What Happens at the Victoria’s Secret Angel Fittings",521064,7591,88,324,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.01638302075239,-0.00161365328274503
"OtKdzBCRlPE","arnold’s",1,1,1,2017-03-03,"Daniel Arnold’s New York | Vogue",149469,7869,92,179,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"OtKdzBCRlPE","daniel",1,1,1,2017-03-03,"Daniel Arnold’s New York | Vogue",149469,7869,92,179,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"OtKdzBCRlPE","vogue",1,1,1,2017-03-03,"Daniel Arnold’s New York | Vogue",149469,7869,92,179,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"OtKdzBCRlPE","york",1,1,1,2017-03-03,"Daniel Arnold’s New York | Vogue",149469,7869,92,179,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.6094379124341,-0.000646620294268421
"ptNH5nhmErM","andreea",1,1,1,2016-06-14,"Desiigner Takes “Panda” to Wall Street With Model Andreea Diaconu | Vogue",251390,3813,120,184,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"ptNH5nhmErM","desiigner",1,1,1,2016-06-14,"Desiigner Takes “Panda” to Wall Street With Model Andreea Diaconu | Vogue",251390,3813,120,184,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"ptNH5nhmErM","diaconu",1,1,1,2016-06-14,"Desiigner Takes “Panda” to Wall Street With Model Andreea Diaconu | Vogue",251390,3813,120,184,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"ptNH5nhmErM","model",1,1,1,2016-06-14,"Desiigner Takes “Panda” to Wall Street With Model Andreea Diaconu | Vogue",251390,3813,120,184,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.94591014905531,-0.000781803997209849
"ptNH5nhmErM","panda",1,1,1,2016-06-14,"Desiigner Takes “Panda” to Wall Street With Model Andreea Diaconu | Vogue",251390,3813,120,184,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"ptNH5nhmErM","street",1,1,1,2016-06-14,"Desiigner Takes “Panda” to Wall Street With Model Andreea Diaconu | Vogue",251390,3813,120,184,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"ptNH5nhmErM","takes",1,1,1,2016-06-14,"Desiigner Takes “Panda” to Wall Street With Model Andreea Diaconu | Vogue",251390,3813,120,184,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.70474809223843,-0.000684912853450553
"ptNH5nhmErM","vogue",1,1,1,2016-06-14,"Desiigner Takes “Panda” to Wall Street With Model Andreea Diaconu | Vogue",251390,3813,120,184,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"ptNH5nhmErM","wall",1,1,1,2016-06-14,"Desiigner Takes “Panda” to Wall Street With Model Andreea Diaconu | Vogue",251390,3813,120,184,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"rHa95m7rtk8","documentary",1,1,1,2017-07-31,"HOUSE OF Z- Official Trailer- The Zac Posen Documentary",100004,1908,23,69,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"rHa95m7rtk8","house",1,1,1,2017-07-31,"HOUSE OF Z- Official Trailer- The Zac Posen Documentary",100004,1908,23,69,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"rHa95m7rtk8","official",1,1,1,2017-07-31,"HOUSE OF Z- Official Trailer- The Zac Posen Documentary",100004,1908,23,69,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"rHa95m7rtk8","posen",1,1,1,2017-07-31,"HOUSE OF Z- Official Trailer- The Zac Posen Documentary",100004,1908,23,69,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"rHa95m7rtk8","trailer",1,1,1,2017-07-31,"HOUSE OF Z- Official Trailer- The Zac Posen Documentary",100004,1908,23,69,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"rHa95m7rtk8","zac",1,1,1,2017-07-31,"HOUSE OF Z- Official Trailer- The Zac Posen Documentary",100004,1908,23,69,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"uetK2ZGhM3k","pharrell",1,1,1,2017-11-09,"In the Studio With Pharrell Williams | Vogue",367062,7259,105,361,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"uetK2ZGhM3k","studio",1,1,1,2017-11-09,"In the Studio With Pharrell Williams | Vogue",367062,7259,105,361,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"uetK2ZGhM3k","vogue",1,1,1,2017-11-09,"In the Studio With Pharrell Williams | Vogue",367062,7259,105,361,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"uetK2ZGhM3k","williams",1,1,1,2017-11-09,"In the Studio With Pharrell Williams | Vogue",367062,7259,105,361,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"W61trr1tR3c","10",1,1,1,2017-06-13,"Hari Nef's 10-Step Beauty Prep for a Night Out | Beauty Secrets | Vogue",556227,13182,573,901,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"W61trr1tR3c","hari",1,1,1,2017-06-13,"Hari Nef's 10-Step Beauty Prep for a Night Out | Beauty Secrets | Vogue",556227,13182,573,901,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"W61trr1tR3c","nef's",1,1,1,2017-06-13,"Hari Nef's 10-Step Beauty Prep for a Night Out | Beauty Secrets | Vogue",556227,13182,573,901,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"W61trr1tR3c","night",1,1,1,2017-06-13,"Hari Nef's 10-Step Beauty Prep for a Night Out | Beauty Secrets | Vogue",556227,13182,573,901,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.38629436111989,-0.000556968405431856
"W61trr1tR3c","prep",1,1,1,2017-06-13,"Hari Nef's 10-Step Beauty Prep for a Night Out | Beauty Secrets | Vogue",556227,13182,573,901,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"W61trr1tR3c","secrets",1,1,1,2017-06-13,"Hari Nef's 10-Step Beauty Prep for a Night Out | Beauty Secrets | Vogue",556227,13182,573,901,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.15700042115011,-0.0012683810450583
"W61trr1tR3c","step",1,1,1,2017-06-13,"Hari Nef's 10-Step Beauty Prep for a Night Out | Beauty Secrets | Vogue",556227,13182,573,901,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.916290731874155,-0.000368136091552493
"W61trr1tR3c","vogue",1,1,1,2017-06-13,"Hari Nef's 10-Step Beauty Prep for a Night Out | Beauty Secrets | Vogue",556227,13182,573,901,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"WUxZCvYkwss","airport",1,1,1,2018-01-10,"Serena Williams Tears Up an Airport Runway | Vogue",422918,8432,300,377,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"WUxZCvYkwss","runway",1,1,1,2018-01-10,"Serena Williams Tears Up an Airport Runway | Vogue",422918,8432,300,377,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.2512917986065,-0.000904496504060464
"WUxZCvYkwss","serena",1,1,1,2018-01-10,"Serena Williams Tears Up an Airport Runway | Vogue",422918,8432,300,377,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"WUxZCvYkwss","tears",1,1,1,2018-01-10,"Serena Williams Tears Up an Airport Runway | Vogue",422918,8432,300,377,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"WUxZCvYkwss","vogue",1,1,1,2018-01-10,"Serena Williams Tears Up an Airport Runway | Vogue",422918,8432,300,377,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"WUxZCvYkwss","williams",1,1,1,2018-01-10,"Serena Williams Tears Up an Airport Runway | Vogue",422918,8432,300,377,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"XnbCSboujF4","73",1,1,1,2016-04-19,"73 Questions With Taylor Swift | Vogue",19168726,288445,14385,23540,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.70805020110221,-0.0010880073126164
"XnbCSboujF4","questions",1,1,1,2016-04-19,"73 Questions With Taylor Swift | Vogue",19168726,288445,14385,23540,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.7408400239252,-0.00110118120688035
"XnbCSboujF4","swift",1,1,1,2016-04-19,"73 Questions With Taylor Swift | Vogue",19168726,288445,14385,23540,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"XnbCSboujF4","taylor",1,1,1,2016-04-19,"73 Questions With Taylor Swift | Vogue",19168726,288445,14385,23540,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.50407739677627,-0.000604289833980022
"XnbCSboujF4","vogue",1,1,1,2016-04-19,"73 Questions With Taylor Swift | Vogue",19168726,288445,14385,23540,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"YA8A2rsTuBY","fashion",1,1,1,2017-09-20,"Inside Kaia Gerber’s Whirlwind First Fashion Week | Vogue",992881,22834,722,1121,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.3499040872746,-0.00134588352240844
"YA8A2rsTuBY","gerber’s",1,1,1,2017-09-20,"Inside Kaia Gerber’s Whirlwind First Fashion Week | Vogue",992881,22834,722,1121,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"YA8A2rsTuBY","inside",1,1,1,2017-09-20,"Inside Kaia Gerber’s Whirlwind First Fashion Week | Vogue",992881,22834,722,1121,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.79175946922805,-0.000719871221063903
"YA8A2rsTuBY","kaia",1,1,1,2017-09-20,"Inside Kaia Gerber’s Whirlwind First Fashion Week | Vogue",992881,22834,722,1121,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"YA8A2rsTuBY","vogue",1,1,1,2017-09-20,"Inside Kaia Gerber’s Whirlwind First Fashion Week | Vogue",992881,22834,722,1121,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"YA8A2rsTuBY","week",1,1,1,2017-09-20,"Inside Kaia Gerber’s Whirlwind First Fashion Week | Vogue",992881,22834,722,1121,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.35137525716348,-0.000944706812841895
"YA8A2rsTuBY","whirlwind",1,1,1,2017-09-20,"Inside Kaia Gerber’s Whirlwind First Fashion Week | Vogue",992881,22834,722,1121,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"z4VT4gik54w","beauty",1,1,1,2016-10-26,"Ciara’s Day-to-Night Makeup Refresh | Beauty Secrets | Vogue",627802,10979,295,342,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.25809653802148,-0.0013089982073208
"z4VT4gik54w","ciara’s",1,1,1,2016-10-26,"Ciara’s Day-to-Night Makeup Refresh | Beauty Secrets | Vogue",627802,10979,295,342,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"z4VT4gik54w","day",1,1,1,2016-10-26,"Ciara’s Day-to-Night Makeup Refresh | Beauty Secrets | Vogue",627802,10979,295,342,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.916290731874155,-0.000368136091552493
"z4VT4gik54w","makeup",1,1,1,2016-10-26,"Ciara’s Day-to-Night Makeup Refresh | Beauty Secrets | Vogue",627802,10979,295,342,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.50407739677627,-0.000604289833980022
"z4VT4gik54w","night",1,1,1,2016-10-26,"Ciara’s Day-to-Night Makeup Refresh | Beauty Secrets | Vogue",627802,10979,295,342,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.38629436111989,-0.000556968405431856
"z4VT4gik54w","refresh",1,1,1,2016-10-26,"Ciara’s Day-to-Night Makeup Refresh | Beauty Secrets | Vogue",627802,10979,295,342,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"z4VT4gik54w","secrets",1,1,1,2016-10-26,"Ciara’s Day-to-Night Makeup Refresh | Beauty Secrets | Vogue",627802,10979,295,342,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.15700042115011,-0.0012683810450583
"z4VT4gik54w","vogue",1,1,1,2016-10-26,"Ciara’s Day-to-Night Makeup Refresh | Beauty Secrets | Vogue",627802,10979,295,342,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"0xER5urYjsE","1950s",1,1,1,2017-02-09,"Sarah Jessica Parker Narrates the 1950s in Vogue  | Vogue by the Decade",83611,4079,10,94,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"0xER5urYjsE","decade",1,1,1,2017-02-09,"Sarah Jessica Parker Narrates the 1950s in Vogue  | Vogue by the Decade",83611,4079,10,94,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.916290731874155,-0.000368136091552493
"0xER5urYjsE","jessica",1,1,1,2017-02-09,"Sarah Jessica Parker Narrates the 1950s in Vogue  | Vogue by the Decade",83611,4079,10,94,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.50407739677627,-0.000604289833980022
"0xER5urYjsE","narrates",1,1,1,2017-02-09,"Sarah Jessica Parker Narrates the 1950s in Vogue  | Vogue by the Decade",83611,4079,10,94,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.916290731874155,-0.000368136091552493
"0xER5urYjsE","parker",1,1,1,2017-02-09,"Sarah Jessica Parker Narrates the 1950s in Vogue  | Vogue by the Decade",83611,4079,10,94,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.09861228866811,-0.000441387018347975
"0xER5urYjsE","sarah",1,1,1,2017-02-09,"Sarah Jessica Parker Narrates the 1950s in Vogue  | Vogue by the Decade",83611,4079,10,94,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.25276296849537,-0.00050331979449392
"1K_Fyxxi6CY","7",1,1,1,2018-07-02,"Venus Williams’s 7 Best Workout Moves for a Grand Slam Body | Vogue",38471,2415,14,81,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"1K_Fyxxi6CY","body",1,1,1,2018-07-02,"Venus Williams’s 7 Best Workout Moves for a Grand Slam Body | Vogue",38471,2415,14,81,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"1K_Fyxxi6CY","grand",1,1,1,2018-07-02,"Venus Williams’s 7 Best Workout Moves for a Grand Slam Body | Vogue",38471,2415,14,81,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"1K_Fyxxi6CY","moves",1,1,1,2018-07-02,"Venus Williams’s 7 Best Workout Moves for a Grand Slam Body | Vogue",38471,2415,14,81,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"1K_Fyxxi6CY","slam",1,1,1,2018-07-02,"Venus Williams’s 7 Best Workout Moves for a Grand Slam Body | Vogue",38471,2415,14,81,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"1K_Fyxxi6CY","venus",1,1,1,2018-07-02,"Venus Williams’s 7 Best Workout Moves for a Grand Slam Body | Vogue",38471,2415,14,81,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"1K_Fyxxi6CY","vogue",1,1,1,2018-07-02,"Venus Williams’s 7 Best Workout Moves for a Grand Slam Body | Vogue",38471,2415,14,81,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"1K_Fyxxi6CY","williams’s",1,1,1,2018-07-02,"Venus Williams’s 7 Best Workout Moves for a Grand Slam Body | Vogue",38471,2415,14,81,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"1K_Fyxxi6CY","workout",1,1,1,2018-07-02,"Venus Williams’s 7 Best Workout Moves for a Grand Slam Body | Vogue",38471,2415,14,81,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.09861228866811,-0.000441387018347975
"1lHCRQPxTpY","anna",1,1,1,2018-02-27,"Anna Wintour On the Best Moments of Milan Fashion Week | Vogue",65434,1961,32,86,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.94591014905531,-0.000781803997209849
"1lHCRQPxTpY","fashion",1,1,1,2018-02-27,"Anna Wintour On the Best Moments of Milan Fashion Week | Vogue",65434,1961,32,86,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.3499040872746,-0.00134588352240844
"1lHCRQPxTpY","milan",1,1,1,2018-02-27,"Anna Wintour On the Best Moments of Milan Fashion Week | Vogue",65434,1961,32,86,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"1lHCRQPxTpY","moments",1,1,1,2018-02-27,"Anna Wintour On the Best Moments of Milan Fashion Week | Vogue",65434,1961,32,86,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"1lHCRQPxTpY","vogue",1,1,1,2018-02-27,"Anna Wintour On the Best Moments of Milan Fashion Week | Vogue",65434,1961,32,86,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"1lHCRQPxTpY","week",1,1,1,2018-02-27,"Anna Wintour On the Best Moments of Milan Fashion Week | Vogue",65434,1961,32,86,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.35137525716348,-0.000944706812841895
"1lHCRQPxTpY","wintour",1,1,1,2018-02-27,"Anna Wintour On the Best Moments of Milan Fashion Week | Vogue",65434,1961,32,86,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.87180217690159,-0.000752029801888948
"3aQNOYBsJP8","jokes",1,1,1,2016-12-07,"Ruth Negga’s Best Worst Jokes | Vogue",82461,1496,13,95,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"3aQNOYBsJP8","negga’s",1,1,1,2016-12-07,"Ruth Negga’s Best Worst Jokes | Vogue",82461,1496,13,95,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"3aQNOYBsJP8","ruth",1,1,1,2016-12-07,"Ruth Negga’s Best Worst Jokes | Vogue",82461,1496,13,95,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"3aQNOYBsJP8","vogue",1,1,1,2016-12-07,"Ruth Negga’s Best Worst Jokes | Vogue",82461,1496,13,95,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"3aQNOYBsJP8","worst",1,1,1,2016-12-07,"Ruth Negga’s Best Worst Jokes | Vogue",82461,1496,13,95,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"4IG0freUoog","24",1,1,1,2018-03-26,"RHOBH's Erika Jayne Works 24 Hours at Vogue",332078,7520,352,455,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.50407739677627,-0.000604289833980022
"4IG0freUoog","erika",1,1,1,2018-03-26,"RHOBH's Erika Jayne Works 24 Hours at Vogue",332078,7520,352,455,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"4IG0freUoog","hours",1,1,1,2018-03-26,"RHOBH's Erika Jayne Works 24 Hours at Vogue",332078,7520,352,455,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.6094379124341,-0.000646620294268421
"4IG0freUoog","jayne",1,1,1,2018-03-26,"RHOBH's Erika Jayne Works 24 Hours at Vogue",332078,7520,352,455,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
