"video_id","word","n","totalVideo","freqVideo","date","title","viewCount","likeCount","dislikeCount","commentCount","source","totalSource","freqSource","tf","idf","tf_idf"
"DjvMTHzz9YE","gala",1,1,1,2018-05-08,"Madonna Blesses Liza Koshy and Talks Religious Themes in Her Music | Met Gala 2018 With Liza Koshy",1012593,18778,359,532,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.46573590279973,-0.00139242101357964
"DjvMTHzz9YE","madonna",1,1,1,2018-05-08,"Madonna Blesses Liza Koshy and Talks Religious Themes in Her Music | Met Gala 2018 With Liza Koshy",1012593,18778,359,532,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"DjvMTHzz9YE","met",1,1,1,2018-05-08,"Madonna Blesses Liza Koshy and Talks Religious Themes in Her Music | Met Gala 2018 With Liza Koshy",1012593,18778,359,532,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.46573590279973,-0.00139242101357964
"DjvMTHzz9YE","music",1,1,1,2018-05-08,"Madonna Blesses Liza Koshy and Talks Religious Themes in Her Music | Met Gala 2018 With Liza Koshy",1012593,18778,359,532,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"DjvMTHzz9YE","religious",1,1,1,2018-05-08,"Madonna Blesses Liza Koshy and Talks Religious Themes in Her Music | Met Gala 2018 With Liza Koshy",1012593,18778,359,532,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"DjvMTHzz9YE","talks",1,1,1,2018-05-08,"Madonna Blesses Liza Koshy and Talks Religious Themes in Her Music | Met Gala 2018 With Liza Koshy",1012593,18778,359,532,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"DjvMTHzz9YE","themes",1,1,1,2018-05-08,"Madonna Blesses Liza Koshy and Talks Religious Themes in Her Music | Met Gala 2018 With Liza Koshy",1012593,18778,359,532,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"dPjTLtVyjJc","fashion",1,1,1,2018-04-19,"Miranda Kerr Rewrites the Maternity Fashion Rules | Vogue",288723,4340,261,202,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.3499040872746,-0.00134588352240844
"dPjTLtVyjJc","kerr",1,1,1,2018-04-19,"Miranda Kerr Rewrites the Maternity Fashion Rules | Vogue",288723,4340,261,202,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"dPjTLtVyjJc","maternity",1,1,1,2018-04-19,"Miranda Kerr Rewrites the Maternity Fashion Rules | Vogue",288723,4340,261,202,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"dPjTLtVyjJc","miranda",1,1,1,2018-04-19,"Miranda Kerr Rewrites the Maternity Fashion Rules | Vogue",288723,4340,261,202,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.916290731874155,-0.000368136091552493
"dPjTLtVyjJc","rewrites",1,1,1,2018-04-19,"Miranda Kerr Rewrites the Maternity Fashion Rules | Vogue",288723,4340,261,202,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"dPjTLtVyjJc","rules",1,1,1,2018-04-19,"Miranda Kerr Rewrites the Maternity Fashion Rules | Vogue",288723,4340,261,202,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"dPjTLtVyjJc","vogue",1,1,1,2018-04-19,"Miranda Kerr Rewrites the Maternity Fashion Rules | Vogue",288723,4340,261,202,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"E71dYZYXjsw","2016",1,1,1,2016-05-03,"Sarah Jessica Parker and Andy Cohen on Creativity | Met Gala 2016",87266,844,10,35,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.48124008933569,-0.00139865009615737
"E71dYZYXjsw","andy",1,1,1,2016-05-03,"Sarah Jessica Parker and Andy Cohen on Creativity | Met Gala 2016",87266,844,10,35,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"E71dYZYXjsw","cohen",1,1,1,2016-05-03,"Sarah Jessica Parker and Andy Cohen on Creativity | Met Gala 2016",87266,844,10,35,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"E71dYZYXjsw","creativity",1,1,1,2016-05-03,"Sarah Jessica Parker and Andy Cohen on Creativity | Met Gala 2016",87266,844,10,35,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"E71dYZYXjsw","gala",1,1,1,2016-05-03,"Sarah Jessica Parker and Andy Cohen on Creativity | Met Gala 2016",87266,844,10,35,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.46573590279973,-0.00139242101357964
"E71dYZYXjsw","jessica",1,1,1,2016-05-03,"Sarah Jessica Parker and Andy Cohen on Creativity | Met Gala 2016",87266,844,10,35,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.50407739677627,-0.000604289833980022
"E71dYZYXjsw","met",1,1,1,2016-05-03,"Sarah Jessica Parker and Andy Cohen on Creativity | Met Gala 2016",87266,844,10,35,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.46573590279973,-0.00139242101357964
"E71dYZYXjsw","parker",1,1,1,2016-05-03,"Sarah Jessica Parker and Andy Cohen on Creativity | Met Gala 2016",87266,844,10,35,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.09861228866811,-0.000441387018347975
"E71dYZYXjsw","sarah",1,1,1,2016-05-03,"Sarah Jessica Parker and Andy Cohen on Creativity | Met Gala 2016",87266,844,10,35,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.25276296849537,-0.00050331979449392
"G10whpr6prY","2018",1,1,1,2018-05-08,"James Corden on Ocean's 8 and the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",766219,14340,422,479,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.89037175789616,-0.00116125823941188
"G10whpr6prY","8",1,1,1,2018-05-08,"James Corden on Ocean's 8 and the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",766219,14340,422,479,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"G10whpr6prY","corden",1,1,1,2018-05-08,"James Corden on Ocean's 8 and the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",766219,14340,422,479,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"G10whpr6prY","james",1,1,1,2018-05-08,"James Corden on Ocean's 8 and the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",766219,14340,422,479,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"G10whpr6prY","koshy",1,1,1,2018-05-08,"James Corden on Ocean's 8 and the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",766219,14340,422,479,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.77258872223978,-0.00111393681086371
"G10whpr6prY","liza",1,1,1,2018-05-08,"James Corden on Ocean's 8 and the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",766219,14340,422,479,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.77258872223978,-0.00111393681086371
"G10whpr6prY","ocean's",1,1,1,2018-05-08,"James Corden on Ocean's 8 and the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",766219,14340,422,479,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"G10whpr6prY","vogue",1,1,1,2018-05-08,"James Corden on Ocean's 8 and the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",766219,14340,422,479,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"Gk8fMD3eWck","2016",1,1,1,2016-05-03,"Jaden and Willow Smith on How They Define Creativity | Met Gala 2016",647315,5533,228,437,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.48124008933569,-0.00139865009615737
"Gk8fMD3eWck","creativity",1,1,1,2016-05-03,"Jaden and Willow Smith on How They Define Creativity | Met Gala 2016",647315,5533,228,437,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"Gk8fMD3eWck","define",1,1,1,2016-05-03,"Jaden and Willow Smith on How They Define Creativity | Met Gala 2016",647315,5533,228,437,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"Gk8fMD3eWck","gala",1,1,1,2016-05-03,"Jaden and Willow Smith on How They Define Creativity | Met Gala 2016",647315,5533,228,437,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.46573590279973,-0.00139242101357964
"Gk8fMD3eWck","jaden",1,1,1,2016-05-03,"Jaden and Willow Smith on How They Define Creativity | Met Gala 2016",647315,5533,228,437,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"Gk8fMD3eWck","met",1,1,1,2016-05-03,"Jaden and Willow Smith on How They Define Creativity | Met Gala 2016",647315,5533,228,437,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.46573590279973,-0.00139242101357964
"Gk8fMD3eWck","smith",1,1,1,2016-05-03,"Jaden and Willow Smith on How They Define Creativity | Met Gala 2016",647315,5533,228,437,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"Gk8fMD3eWck","willow",1,1,1,2016-05-03,"Jaden and Willow Smith on How They Define Creativity | Met Gala 2016",647315,5533,228,437,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"JRqRbR1-Tjc","ashton",1,1,1,2016-07-14,"Gigi Hadid and Olympian Ashton Eaton Film With A Selfie Stick, Watch What Happens | Vogue",185163,3209,82,147,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"JRqRbR1-Tjc","eaton",1,1,1,2016-07-14,"Gigi Hadid and Olympian Ashton Eaton Film With A Selfie Stick, Watch What Happens | Vogue",185163,3209,82,147,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"JRqRbR1-Tjc","film",1,1,1,2016-07-14,"Gigi Hadid and Olympian Ashton Eaton Film With A Selfie Stick, Watch What Happens | Vogue",185163,3209,82,147,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"JRqRbR1-Tjc","gigi",1,1,1,2016-07-14,"Gigi Hadid and Olympian Ashton Eaton Film With A Selfie Stick, Watch What Happens | Vogue",185163,3209,82,147,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.70474809223843,-0.000684912853450553
"JRqRbR1-Tjc","hadid",1,1,1,2016-07-14,"Gigi Hadid and Olympian Ashton Eaton Film With A Selfie Stick, Watch What Happens | Vogue",185163,3209,82,147,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.79175946922805,-0.000719871221063903
"JRqRbR1-Tjc","olympian",1,1,1,2016-07-14,"Gigi Hadid and Olympian Ashton Eaton Film With A Selfie Stick, Watch What Happens | Vogue",185163,3209,82,147,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"JRqRbR1-Tjc","selfie",1,1,1,2016-07-14,"Gigi Hadid and Olympian Ashton Eaton Film With A Selfie Stick, Watch What Happens | Vogue",185163,3209,82,147,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"JRqRbR1-Tjc","stick",1,1,1,2016-07-14,"Gigi Hadid and Olympian Ashton Eaton Film With A Selfie Stick, Watch What Happens | Vogue",185163,3209,82,147,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"JRqRbR1-Tjc","vogue",1,1,1,2016-07-14,"Gigi Hadid and Olympian Ashton Eaton Film With A Selfie Stick, Watch What Happens | Vogue",185163,3209,82,147,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"JRqRbR1-Tjc","watch",1,1,1,2016-07-14,"Gigi Hadid and Olympian Ashton Eaton Film With A Selfie Stick, Watch What Happens | Vogue",185163,3209,82,147,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.09861228866811,-0.000441387018347975
"jwYWXitAhg0","carpet",1,1,1,2016-11-22,"Ciara on How to Dress for the Red Carpet When You're Pregnant | Vogue",54181,1127,18,59,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"jwYWXitAhg0","ciara",1,1,1,2016-11-22,"Ciara on How to Dress for the Red Carpet When You're Pregnant | Vogue",54181,1127,18,59,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"jwYWXitAhg0","dress",1,1,1,2016-11-22,"Ciara on How to Dress for the Red Carpet When You're Pregnant | Vogue",54181,1127,18,59,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.38629436111989,-0.000556968405431856
"jwYWXitAhg0","pregnant",1,1,1,2016-11-22,"Ciara on How to Dress for the Red Carpet When You're Pregnant | Vogue",54181,1127,18,59,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"jwYWXitAhg0","red",1,1,1,2016-11-22,"Ciara on How to Dress for the Red Carpet When You're Pregnant | Vogue",54181,1127,18,59,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"jwYWXitAhg0","vogue",1,1,1,2016-11-22,"Ciara on How to Dress for the Red Carpet When You're Pregnant | Vogue",54181,1127,18,59,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"LIKTr9vXRQI","blue",1,1,1,2016-02-11,"Here’s What It’s Like to Be Lucky Blue Smith During Fashion Week",141510,2850,52,131,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"LIKTr9vXRQI","fashion",1,1,1,2016-02-11,"Here’s What It’s Like to Be Lucky Blue Smith During Fashion Week",141510,2850,52,131,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.3499040872746,-0.00134588352240844
"LIKTr9vXRQI","here’s",1,1,1,2016-02-11,"Here’s What It’s Like to Be Lucky Blue Smith During Fashion Week",141510,2850,52,131,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"LIKTr9vXRQI","it’s",1,1,1,2016-02-11,"Here’s What It’s Like to Be Lucky Blue Smith During Fashion Week",141510,2850,52,131,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"LIKTr9vXRQI","lucky",1,1,1,2016-02-11,"Here’s What It’s Like to Be Lucky Blue Smith During Fashion Week",141510,2850,52,131,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"LIKTr9vXRQI","smith",1,1,1,2016-02-11,"Here’s What It’s Like to Be Lucky Blue Smith During Fashion Week",141510,2850,52,131,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"LIKTr9vXRQI","week",1,1,1,2016-02-11,"Here’s What It’s Like to Be Lucky Blue Smith During Fashion Week",141510,2850,52,131,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.35137525716348,-0.000944706812841895
"MldjGJvKOBo","angel",1,1,1,2016-10-26,"Victoria’s Secret Angel Jasmine Tookes Reveals the Fantasy Bra | Vogue",215248,3113,153,182,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.39789527279837,-0.000963397056166481
"MldjGJvKOBo","bra",1,1,1,2016-10-26,"Victoria’s Secret Angel Jasmine Tookes Reveals the Fantasy Bra | Vogue",215248,3113,153,182,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.70474809223843,-0.000684912853450553
"MldjGJvKOBo","fantasy",1,1,1,2016-10-26,"Victoria’s Secret Angel Jasmine Tookes Reveals the Fantasy Bra | Vogue",215248,3113,153,182,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.38629436111989,-0.000556968405431856
"MldjGJvKOBo","jasmine",1,1,1,2016-10-26,"Victoria’s Secret Angel Jasmine Tookes Reveals the Fantasy Bra | Vogue",215248,3113,153,182,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.09861228866811,-0.000441387018347975
"MldjGJvKOBo","reveals",1,1,1,2016-10-26,"Victoria’s Secret Angel Jasmine Tookes Reveals the Fantasy Bra | Vogue",215248,3113,153,182,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"MldjGJvKOBo","secret",1,1,1,2016-10-26,"Victoria’s Secret Angel Jasmine Tookes Reveals the Fantasy Bra | Vogue",215248,3113,153,182,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.0517849478033,-0.00162787663632113
"MldjGJvKOBo","tookes",1,1,1,2016-10-26,"Victoria’s Secret Angel Jasmine Tookes Reveals the Fantasy Bra | Vogue",215248,3113,153,182,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.09861228866811,-0.000441387018347975
"MldjGJvKOBo","victoria’s",1,1,1,2016-10-26,"Victoria’s Secret Angel Jasmine Tookes Reveals the Fantasy Bra | Vogue",215248,3113,153,182,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.01638302075239,-0.00161365328274503
"MldjGJvKOBo","vogue",1,1,1,2016-10-26,"Victoria’s Secret Angel Jasmine Tookes Reveals the Fantasy Bra | Vogue",215248,3113,153,182,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"mRNZy8caQVs","19",1,1,1,2016-10-28,"The 19 Best Collections From Paris Fashion Week, On the Coolest Dancers in Paris | Vogue",37998,1609,28,38,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"mRNZy8caQVs","collections",1,1,1,2016-10-28,"The 19 Best Collections From Paris Fashion Week, On the Coolest Dancers in Paris | Vogue",37998,1609,28,38,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"mRNZy8caQVs","coolest",1,1,1,2016-10-28,"The 19 Best Collections From Paris Fashion Week, On the Coolest Dancers in Paris | Vogue",37998,1609,28,38,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"mRNZy8caQVs","dancers",1,1,1,2016-10-28,"The 19 Best Collections From Paris Fashion Week, On the Coolest Dancers in Paris | Vogue",37998,1609,28,38,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"mRNZy8caQVs","fashion",1,1,1,2016-10-28,"The 19 Best Collections From Paris Fashion Week, On the Coolest Dancers in Paris | Vogue",37998,1609,28,38,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.3499040872746,-0.00134588352240844
"mRNZy8caQVs","vogue",1,1,1,2016-10-28,"The 19 Best Collections From Paris Fashion Week, On the Coolest Dancers in Paris | Vogue",37998,1609,28,38,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"mRNZy8caQVs","week",1,1,1,2016-10-28,"The 19 Best Collections From Paris Fashion Week, On the Coolest Dancers in Paris | Vogue",37998,1609,28,38,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.35137525716348,-0.000944706812841895
"ms9cwNwV_gY","2017",1,1,1,2017-05-02,"Wiz Khalifa Shares His Pre-Met Gala Secret | Met Gala 2017",95907,1550,36,46,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.94591014905531,-0.000781803997209849
"ms9cwNwV_gY","khalifa",1,1,1,2017-05-02,"Wiz Khalifa Shares His Pre-Met Gala Secret | Met Gala 2017",95907,1550,36,46,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"ms9cwNwV_gY","pre",1,1,1,2017-05-02,"Wiz Khalifa Shares His Pre-Met Gala Secret | Met Gala 2017",95907,1550,36,46,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"ms9cwNwV_gY","secret",1,1,1,2017-05-02,"Wiz Khalifa Shares His Pre-Met Gala Secret | Met Gala 2017",95907,1550,36,46,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.0517849478033,-0.00162787663632113
"ms9cwNwV_gY","shares",1,1,1,2017-05-02,"Wiz Khalifa Shares His Pre-Met Gala Secret | Met Gala 2017",95907,1550,36,46,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"ms9cwNwV_gY","wiz",1,1,1,2017-05-02,"Wiz Khalifa Shares His Pre-Met Gala Secret | Met Gala 2017",95907,1550,36,46,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"oT_QTImmUHc","3",1,1,1,2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue",53334,831,52,58,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.70474809223843,-0.000684912853450553
"oT_QTImmUHc","british",1,1,1,2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue",53334,831,52,58,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"oT_QTImmUHc","camille",1,1,1,2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue",53334,831,52,58,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"oT_QTImmUHc","clip",1,1,1,2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue",53334,831,52,58,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"oT_QTImmUHc","earth",1,1,1,2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue",53334,831,52,58,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"oT_QTImmUHc","explores",1,1,1,2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue",53334,831,52,58,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"oT_QTImmUHc","mindfulness",1,1,1,2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue",53334,831,52,58,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"oT_QTImmUHc","psychology",1,1,1,2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue",53334,831,52,58,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"oT_QTImmUHc","rowe",1,1,1,2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue",53334,831,52,58,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"oT_QTImmUHc","vogue",1,1,1,2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue",53334,831,52,58,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"oT_QTImmUHc","wellness",1,1,1,2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue",53334,831,52,58,"Vogue",2423,0.000412711514651259,0.000401767778224186,0,0
"PUzXPm2CEBU","360",1,1,1,2017-10-04,"Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",422172,3351,241,204,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.09861228866811,-0.000441387018347975
"PUzXPm2CEBU","cindy",1,1,1,2017-10-04,"Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",422172,3351,241,204,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"PUzXPm2CEBU","closet",1,1,1,2017-10-04,"Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",422172,3351,241,204,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.09861228866811,-0.000441387018347975
"PUzXPm2CEBU","closets",1,1,1,2017-10-04,"Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",422172,3351,241,204,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.916290731874155,-0.000368136091552493
"PUzXPm2CEBU","crawford",1,1,1,2017-10-04,"Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",422172,3351,241,204,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"PUzXPm2CEBU","supermodel",1,1,1,2017-10-04,"Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",422172,3351,241,204,"Vogue",2423,0.000412711514651259,0.000401767778224186,-2.14006616349627,-0.000859809627760655
"PUzXPm2CEBU","takes",1,1,1,2017-10-04,"Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",422172,3351,241,204,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.70474809223843,-0.000684912853450553
"PUzXPm2CEBU","tour",1,1,1,2017-10-04,"Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",422172,3351,241,204,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.25276296849537,-0.00050331979449392
"PUzXPm2CEBU","vogue",1,1,1,2017-10-04,"Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",422172,3351,241,204,"Vogue",2423,0.000412711514651259,0.000401767778224186,-4.77912349311153,-0.00192009782768643
"QhYHwJC6pbg","2017",1,1,1,2017-05-02,"Rihanna on Her Game-Changing Met Gala Red Carpet Look | Met Gala 2017",630751,7911,160,343,"Vogue",2423,0.000412711514651259,0.000401767778224186,-1.94591014905531,-0.000781803997209849
"QhYHwJC6pbg","carpet",1,1,1,2017-05-02,"Rihanna on Her Game-Changing Met Gala Red Carpet Look | Met Gala 2017",630751,7911,160,343,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"QhYHwJC6pbg","changing",1,1,1,2017-05-02,"Rihanna on Her Game-Changing Met Gala Red Carpet Look | Met Gala 2017",630751,7911,160,343,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"QhYHwJC6pbg","game",1,1,1,2017-05-02,"Rihanna on Her Game-Changing Met Gala Red Carpet Look | Met Gala 2017",630751,7911,160,343,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.693147180559945,-0.000278484202715928
"QhYHwJC6pbg","red",1,1,1,2017-05-02,"Rihanna on Her Game-Changing Met Gala Red Carpet Look | Met Gala 2017",630751,7911,160,343,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.405465108108164,-0.000162902815632047
"QhYHwJC6pbg","rihanna",1,1,1,2017-05-02,"Rihanna on Her Game-Changing Met Gala Red Carpet Look | Met Gala 2017",630751,7911,160,343,"Vogue",2423,0.000412711514651259,0.000401767778224186,-0.916290731874155,-0.000368136091552493
"s5y3Kys3Ip4","2016",1,1,1,2016-05-03,"Chloë Sevigny on Ogling Women at the Met Gala and Hating Selfies | Met Gala 2016",45831,329,15,30,"Vogue",2423,0.000412711514651259,0.000401767778224186,-3.48124008933569,-0.00139865009615737
"s5y3Kys3Ip4","chloë",1,1,1,2016-05-03,"Chloë Sevigny on Ogling Women at the Met Gala and Hating Selfies | Met Gala 2016",45831,329,15,30,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
"s5y3Kys3Ip4","hating",1,1,1,2016-05-03,"Chloë Sevigny on Ogling Women at the Met Gala and Hating Selfies | Met Gala 2016",45831,329,15,30,"Vogue",2423,0.000412711514651259,0.000401767778224186,0.693147180559945,0.000278484202715928
