"source","word","n","total","freq","tf","idf","tf_idf"
"Vogue","singer",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","sprouse",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","stella",2,315,0.00634920634920635,0.000803535556448373,0,0
"Vogue","steps",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","stone",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","suit",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","suits",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","talks",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","teaches",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","teigen",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","tom",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","top",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","trick",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","troye",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","tyler",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","versace",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","von",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","walk",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","week’s",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","wellness",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","west",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","whiteley",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","winner",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","worst",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","you’ve",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","zac",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","zayn",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"Vogue","zendaya",2,315,0.00634920634920635,0.000803535556448373,0.693147180559945,0.000556968405431856
"VS","30",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","305",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","4",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","6",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","7",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","8",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","anderson",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","ballet",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","balmain",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","beth",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","china",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","coming",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","cooke",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","dogpound",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","easy",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","friend",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","game",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","january",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","jasmine",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","josephine",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","martha",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","media",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","night",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","paris",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","ready",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","scandalous",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","singapore",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","special",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","stretch",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","swim",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","taylor",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","tookes",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","tracy",2,148,0.0135135135135135,0.00248447204968944,0.693147180559945,0.00172210479642222
"VS","victoria's",2,148,0.0135135135135135,0.00248447204968944,0,0
"VS","wear",2,148,0.0135135135135135,0.00248447204968944,0,0
"Vogue","100",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","12",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","141st",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","15",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","16",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","1892",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","19",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","1900s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","1920s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","1930s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","1950s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","1960s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","1980s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","1s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","2",1,315,0.00317460317460317,0.000401767778224186,0,0
"Vogue","2019",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","2050",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","21",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","22",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","28",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","32",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","36",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","45",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","60",1,315,0.00317460317460317,0.000401767778224186,0,0
"Vogue","8",1,315,0.00317460317460317,0.000401767778224186,0,0
"Vogue","9",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","adele",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","adut",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","age",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","air",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","airport",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","akech's",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","album",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","alicia",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","altschul",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","aluna",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","alunageorge",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","amber",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","amy",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","andreea",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","andy",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","angelic",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","angelina",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","announces",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","answers",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","applies",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","aquaria",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","ari",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","ariana",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","arnold’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","art",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","artist",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","artistic",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","ashton",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","aspirations",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","avant",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","backstage",1,315,0.00317460317460317,0.000401767778224186,0,0
"Vogue","bada",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bag",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","baldwin",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","baldwin’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","ball",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","band",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bar",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","barrymore’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bathing",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","beaded",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bean",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","beckham",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bedtime",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bejeweled",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bennett",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","benton",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bergdorf",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","beth",1,315,0.00317460317460317,0.000401767778224186,0,0
"Vogue","beyoncé",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bffs",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","biles",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bitches",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bite",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","blake",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","blesses",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","blue",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bodegas",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","body",1,315,0.00317460317460317,0.000401767778224186,0,0
"Vogue","bold",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bootylicious",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","boundary",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bowie",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","boy",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","boyfriend",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","boyfriend’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","braided",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","branded",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","brannon",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","brazilian",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","breakup",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bria",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","brighton",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bringing",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","brit",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","british",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","broadway",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","brooke",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","brooklyn",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","browning",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","brows",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bruna's",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bts",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","bus",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","butt",1,315,0.00317460317460317,0.000401767778224186,0,0
"Vogue","cabello",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","california",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cam",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","camila",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cannes",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cape",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","captured",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","care",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","carlotta",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","carmen",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","carolina",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","caroline",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cassie’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","catholicism",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cazzie",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","ceiling",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","celebrities",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cfda",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","chaka",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","changing",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","chapel",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","charm’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cheetos",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","chicago",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","chicano",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","chloë",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","choices",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","chrome",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","ciara",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","ciara’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","clarke",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cleaning",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","clip",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","clothing",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","club",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","clubs",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cocktail",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cocktails",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cohen",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","columnist's",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","combats",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","coming",1,315,0.00317460317460317,0.000401767778224186,0,0
"Vogue","confidence",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","content",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","contestants",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","contouring",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","coolest",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cosmetic",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","couple",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","courtesy",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","couture",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cover",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","covered",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","covers",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cozy",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","craig",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","creator",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","creator’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","crystals",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cuoco’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","curl",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cynthia",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","cyrus",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","daisy",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dakota",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dancers",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dances",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dancing",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dark",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","daryl",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dating",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","david",1,315,0.00317460317460317,0.000401767778224186,0,0
"Vogue","david’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","days",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","daytime",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dear",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","debuts",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","decide",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","define",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","defying",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","degrees",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","del",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","demi",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","denée",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","derek",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","designed",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","designs",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","detox",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","diaconu",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","diaz",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","diner",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dion",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dion’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","director",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","discuss",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","ditto",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","diva",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","divine",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","diy",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","documentary",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dog",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dolan",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","donald",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","donatella",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","door",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dose",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dreams",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dree",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","drew",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dsquared2",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","dunn",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","eating",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","eaton",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","efron",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","egyptian",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","elba",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","electra's",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","elle",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","ellis",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","elsa",1,315,0.00317460317460317,0.000401767778224186,0,0
"Vogue","elsesser’s",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
"Vogue","emilia",1,315,0.00317460317460317,0.000401767778224186,0.693147180559945,0.000278484202715928
