"video_id","word","n","totalVideo","freqVideo","date","title","viewCount","likeCount","dislikeCount","commentCount","source"
"EbuCLC_wVlM","sara",1,1,1,2017-11-21,"Victoria’s Secret Model Sara Sampaio’s Easy Bombshell Makeup Look | Beauty Secrets | Vogue",1419610,31368,342,688,"Vogue"
"EbuCLC_wVlM","secret",1,1,1,2017-11-21,"Victoria’s Secret Model Sara Sampaio’s Easy Bombshell Makeup Look | Beauty Secrets | Vogue",1419610,31368,342,688,"Vogue"
"EbuCLC_wVlM","secrets",1,1,1,2017-11-21,"Victoria’s Secret Model Sara Sampaio’s Easy Bombshell Makeup Look | Beauty Secrets | Vogue",1419610,31368,342,688,"Vogue"
"EbuCLC_wVlM","victoria’s",1,1,1,2017-11-21,"Victoria’s Secret Model Sara Sampaio’s Easy Bombshell Makeup Look | Beauty Secrets | Vogue",1419610,31368,342,688,"Vogue"
"EbuCLC_wVlM","vogue",1,1,1,2017-11-21,"Victoria’s Secret Model Sara Sampaio’s Easy Bombshell Makeup Look | Beauty Secrets | Vogue",1419610,31368,342,688,"Vogue"
"eoganOAP_rA","beauty",1,1,1,2017-05-26,"Model Grace Hartzel Gets the Vogue Girl Look | Beauty Secrets | Vogue",1153169,21579,507,799,"Vogue"
"eoganOAP_rA","girl",1,1,1,2017-05-26,"Model Grace Hartzel Gets the Vogue Girl Look | Beauty Secrets | Vogue",1153169,21579,507,799,"Vogue"
"eoganOAP_rA","grace",1,1,1,2017-05-26,"Model Grace Hartzel Gets the Vogue Girl Look | Beauty Secrets | Vogue",1153169,21579,507,799,"Vogue"
"eoganOAP_rA","hartzel",1,1,1,2017-05-26,"Model Grace Hartzel Gets the Vogue Girl Look | Beauty Secrets | Vogue",1153169,21579,507,799,"Vogue"
"eoganOAP_rA","model",1,1,1,2017-05-26,"Model Grace Hartzel Gets the Vogue Girl Look | Beauty Secrets | Vogue",1153169,21579,507,799,"Vogue"
"eoganOAP_rA","secrets",1,1,1,2017-05-26,"Model Grace Hartzel Gets the Vogue Girl Look | Beauty Secrets | Vogue",1153169,21579,507,799,"Vogue"
"eX_ChUOi6Dc","2018",1,1,1,2018-05-08,"Tiffany Haddish and Karlie Kloss on Dancing With Michael B. Jordan | Met Gala 2018 With Liza Koshy",570478,15030,92,329,"Vogue"
"eX_ChUOi6Dc","dancing",1,1,1,2018-05-08,"Tiffany Haddish and Karlie Kloss on Dancing With Michael B. Jordan | Met Gala 2018 With Liza Koshy",570478,15030,92,329,"Vogue"
"eX_ChUOi6Dc","gala",1,1,1,2018-05-08,"Tiffany Haddish and Karlie Kloss on Dancing With Michael B. Jordan | Met Gala 2018 With Liza Koshy",570478,15030,92,329,"Vogue"
"eX_ChUOi6Dc","haddish",1,1,1,2018-05-08,"Tiffany Haddish and Karlie Kloss on Dancing With Michael B. Jordan | Met Gala 2018 With Liza Koshy",570478,15030,92,329,"Vogue"
"eX_ChUOi6Dc","jordan",1,1,1,2018-05-08,"Tiffany Haddish and Karlie Kloss on Dancing With Michael B. Jordan | Met Gala 2018 With Liza Koshy",570478,15030,92,329,"Vogue"
"eX_ChUOi6Dc","karlie",1,1,1,2018-05-08,"Tiffany Haddish and Karlie Kloss on Dancing With Michael B. Jordan | Met Gala 2018 With Liza Koshy",570478,15030,92,329,"Vogue"
"eX_ChUOi6Dc","kloss",1,1,1,2018-05-08,"Tiffany Haddish and Karlie Kloss on Dancing With Michael B. Jordan | Met Gala 2018 With Liza Koshy",570478,15030,92,329,"Vogue"
"eX_ChUOi6Dc","koshy",1,1,1,2018-05-08,"Tiffany Haddish and Karlie Kloss on Dancing With Michael B. Jordan | Met Gala 2018 With Liza Koshy",570478,15030,92,329,"Vogue"
"eX_ChUOi6Dc","liza",1,1,1,2018-05-08,"Tiffany Haddish and Karlie Kloss on Dancing With Michael B. Jordan | Met Gala 2018 With Liza Koshy",570478,15030,92,329,"Vogue"
