"video_id","word","n","totalVideo","freqVideo","date","title","viewCount","likeCount","dislikeCount","commentCount","source","totalSource","freqSource"
"oa-lh4QMSeI","closet",1,1,1,2017-09-12,"Supermodel Amber Valletta Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",372805,1779,209,128,"Vogue",2423,0.000412711514651259
"oa-lh4QMSeI","closets",1,1,1,2017-09-12,"Supermodel Amber Valletta Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",372805,1779,209,128,"Vogue",2423,0.000412711514651259
"oa-lh4QMSeI","takes",1,1,1,2017-09-12,"Supermodel Amber Valletta Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",372805,1779,209,128,"Vogue",2423,0.000412711514651259
"oa-lh4QMSeI","tour",1,1,1,2017-09-12,"Supermodel Amber Valletta Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",372805,1779,209,128,"Vogue",2423,0.000412711514651259
"oa-lh4QMSeI","valletta",1,1,1,2017-09-12,"Supermodel Amber Valletta Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",372805,1779,209,128,"Vogue",2423,0.000412711514651259
"oa-lh4QMSeI","vogue",1,1,1,2017-09-12,"Supermodel Amber Valletta Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",372805,1779,209,128,"Vogue",2423,0.000412711514651259
"OHryNQCqOas","2018",1,1,1,2018-05-08,"Daniel Kaluuya on Looking for Diddy at His First Met Gala | Met Gala 2018 with Liza Koshy",240548,5739,15,124,"Vogue",2423,0.000412711514651259
"OHryNQCqOas","daniel",1,1,1,2018-05-08,"Daniel Kaluuya on Looking for Diddy at His First Met Gala | Met Gala 2018 with Liza Koshy",240548,5739,15,124,"Vogue",2423,0.000412711514651259
"OHryNQCqOas","diddy",1,1,1,2018-05-08,"Daniel Kaluuya on Looking for Diddy at His First Met Gala | Met Gala 2018 with Liza Koshy",240548,5739,15,124,"Vogue",2423,0.000412711514651259
"OHryNQCqOas","kaluuya",1,1,1,2018-05-08,"Daniel Kaluuya on Looking for Diddy at His First Met Gala | Met Gala 2018 with Liza Koshy",240548,5739,15,124,"Vogue",2423,0.000412711514651259
"OHryNQCqOas","koshy",1,1,1,2018-05-08,"Daniel Kaluuya on Looking for Diddy at His First Met Gala | Met Gala 2018 with Liza Koshy",240548,5739,15,124,"Vogue",2423,0.000412711514651259
"OHryNQCqOas","liza",1,1,1,2018-05-08,"Daniel Kaluuya on Looking for Diddy at His First Met Gala | Met Gala 2018 with Liza Koshy",240548,5739,15,124,"Vogue",2423,0.000412711514651259
"P1B_eP_64kw","bed",1,1,1,2017-12-06,"Karley Sciortino Found Unidentified Panties in Her Boyfriend’s Bed | Sad Hot Girls | Vogue",100869,1166,215,96,"Vogue",2423,0.000412711514651259
"P1B_eP_64kw","boyfriend’s",1,1,1,2017-12-06,"Karley Sciortino Found Unidentified Panties in Her Boyfriend’s Bed | Sad Hot Girls | Vogue",100869,1166,215,96,"Vogue",2423,0.000412711514651259
"P1B_eP_64kw","found",1,1,1,2017-12-06,"Karley Sciortino Found Unidentified Panties in Her Boyfriend’s Bed | Sad Hot Girls | Vogue",100869,1166,215,96,"Vogue",2423,0.000412711514651259
"P1B_eP_64kw","girls",1,1,1,2017-12-06,"Karley Sciortino Found Unidentified Panties in Her Boyfriend’s Bed | Sad Hot Girls | Vogue",100869,1166,215,96,"Vogue",2423,0.000412711514651259
