"video_id","word","Vogue","VS"
"anhEcKWRzyE","1",NA,0.0012453300124533
"anhEcKWRzyE","castings",NA,0.0012453300124533
"anhEcKWRzyE","episode",NA,0.0012453300124533
"anhEcKWRzyE","road",NA,0.0012453300124533
"anhEcKWRzyE","runway",NA,0.0012453300124533
"b5A36JAUdb0","2016",NA,0.0012453300124533
"b5A36JAUdb0","baby",NA,0.0012453300124533
"b5A36JAUdb0","holiday",NA,0.0012453300124533
"b5A36JAUdb0","santa",NA,0.0012453300124533
"b5A36JAUdb0","secret",NA,0.0012453300124533
"b5A36JAUdb0","victoria’s",NA,0.0012453300124533
"dGNuCUuoD7s","5",NA,0.0012453300124533
"dGNuCUuoD7s","balmain",NA,0.0012453300124533
"dGNuCUuoD7s","episode",NA,0.0012453300124533
"dGNuCUuoD7s","road",NA,0.0012453300124533
"dGNuCUuoD7s","runway",NA,0.0012453300124533
"gNG7YjhYPgY","2016",NA,0.0012453300124533
"gNG7YjhYPgY","angels",NA,0.0012453300124533
"gNG7YjhYPgY","fashion",NA,0.0012453300124533
"gNG7YjhYPgY","media",NA,0.0012453300124533
"gNG7YjhYPgY","secret",NA,0.0012453300124533
"gNG7YjhYPgY","social",NA,0.0012453300124533
"gNG7YjhYPgY","victoria’s",NA,0.0012453300124533
"kcBCOPa3ttQ","bra",NA,0.0012453300124533
"kcBCOPa3ttQ","fantasy",NA,0.0012453300124533
"kcBCOPa3ttQ","lais",NA,0.0012453300124533
"kcBCOPa3ttQ","news",NA,0.0012453300124533
"L4fXil1ZjjA","commercial",NA,0.0012453300124533
"L4fXil1ZjjA","holiday",NA,0.0012453300124533
"L4fXil1ZjjA","night",NA,0.0012453300124533
"L4fXil1ZjjA","opera",NA,0.0012453300124533
"L4fXil1ZjjA","secret",NA,0.0012453300124533
"L4fXil1ZjjA","victoria’s",NA,0.0012453300124533
"lzsHrxgBRzQ","2017",NA,0.0012453300124533
"lzsHrxgBRzQ","bra",NA,0.0012453300124533
"lzsHrxgBRzQ","fantasy",NA,0.0012453300124533
"lzsHrxgBRzQ","scenes",NA,0.0012453300124533
"lzsHrxgBRzQ","secret",NA,0.0012453300124533
"lzsHrxgBRzQ","victoria’s",NA,0.0012453300124533
"MGzNEPtwM6w","6",NA,0.0012453300124533
"MGzNEPtwM6w","episode",NA,0.0012453300124533
"MGzNEPtwM6w","fittings",NA,0.0012453300124533
"MGzNEPtwM6w","road",NA,0.0012453300124533
"MGzNEPtwM6w","runway",NA,0.0012453300124533
"mKYxly3rHP8","8",NA,0.0012453300124533
"mKYxly3rHP8","episode",NA,0.0012453300124533
"mKYxly3rHP8","it’s",NA,0.0012453300124533
"mKYxly3rHP8","road",NA,0.0012453300124533
"mKYxly3rHP8","runway",NA,0.0012453300124533
"mKYxly3rHP8","showtime",NA,0.0012453300124533
"N5ohLjqd6AM","2u",NA,0.0012453300124533
"N5ohLjqd6AM","angels",NA,0.0012453300124533
"N5ohLjqd6AM","bieber",NA,0.0012453300124533
"N5ohLjqd6AM","david",NA,0.0012453300124533
"N5ohLjqd6AM","guetta",NA,0.0012453300124533
"N5ohLjqd6AM","justin",NA,0.0012453300124533
"N5ohLjqd6AM","lip",NA,0.0012453300124533
"N5ohLjqd6AM","secret",NA,0.0012453300124533
"N5ohLjqd6AM","sync",NA,0.0012453300124533
"N5ohLjqd6AM","victoria’s",NA,0.0012453300124533
"pmCNHBbrwTo","1",NA,0.0012453300124533
"pmCNHBbrwTo","2016",NA,0.0012453300124533
"pmCNHBbrwTo","fashion",NA,0.0012453300124533
"pmCNHBbrwTo","secret",NA,0.0012453300124533
"pmCNHBbrwTo","victoria’s",NA,0.0012453300124533
"pVQhDRkrXkA","7",NA,0.0012453300124533
"pVQhDRkrXkA","countdown",NA,0.0012453300124533
"pVQhDRkrXkA","episode",NA,0.0012453300124533
"pVQhDRkrXkA","road",NA,0.0012453300124533
"pVQhDRkrXkA","runway",NA,0.0012453300124533
"QT5Ss-Km9s4","2016",NA,0.0012453300124533
"QT5Ss-Km9s4","6",NA,0.0012453300124533
"QT5Ss-Km9s4","fashion",NA,0.0012453300124533
"QT5Ss-Km9s4","secret",NA,0.0012453300124533
"QT5Ss-Km9s4","victoria’s",NA,0.0012453300124533
"zaDIf-axUvM","2016",NA,0.0012453300124533
"zaDIf-axUvM","backstage",NA,0.0012453300124533
"zaDIf-axUvM","fashion",NA,0.0012453300124533
"zaDIf-axUvM","hair",NA,0.0012453300124533
"zaDIf-axUvM","makeup",NA,0.0012453300124533
"zaDIf-axUvM","secret",NA,0.0012453300124533
"zaDIf-axUvM","victoria’s",NA,0.0012453300124533
"4T6LZsWq3_E","4",NA,0.0012453300124533
"4T6LZsWq3_E","collection",NA,0.0012453300124533
"4T6LZsWq3_E","creating",NA,0.0012453300124533
"4T6LZsWq3_E","episode",NA,0.0012453300124533
"4T6LZsWq3_E","road",NA,0.0012453300124533
"4T6LZsWq3_E","runway",NA,0.0012453300124533
"92HCNclQOYo","alessandra",NA,0.0012453300124533
"92HCNclQOYo","ambrosio’s",NA,0.0012453300124533
"92HCNclQOYo","sculpture",NA,0.0012453300124533
"92HCNclQOYo","wax",NA,0.0012453300124533
"CDJRv4Tv4EI","2016",NA,0.0012453300124533
"CDJRv4Tv4EI","7",NA,0.0012453300124533
"CDJRv4Tv4EI","fashion",NA,0.0012453300124533
"CDJRv4Tv4EI","secret",NA,0.0012453300124533
"CDJRv4Tv4EI","victoria’s",NA,0.0012453300124533
"fo4opsaqITU","2016",NA,0.0012453300124533
"fo4opsaqITU","live",NA,0.0012453300124533
"fo4opsaqITU","quiz",NA,0.0012453300124533
"fo4opsaqITU","secret",NA,0.0012453300124533
"fo4opsaqITU","victoria’s",NA,0.0012453300124533
"HBev-uuYqWA","2016",NA,0.0012453300124533
"HBev-uuYqWA","8",NA,0.0012453300124533
"HBev-uuYqWA","fashion",NA,0.0012453300124533
"HBev-uuYqWA","secret",NA,0.0012453300124533
"HBev-uuYqWA","victoria’s",NA,0.0012453300124533
"HOP0y9cOKOE","2",NA,0.0012453300124533
"HOP0y9cOKOE","2016",NA,0.0012453300124533
"HOP0y9cOKOE","fashion",NA,0.0012453300124533
"HOP0y9cOKOE","secret",NA,0.0012453300124533
"HOP0y9cOKOE","victoria’s",NA,0.0012453300124533
"KJXHbNpCY7Q","angels",NA,0.0012453300124533
"KJXHbNpCY7Q","bras",NA,0.0012453300124533
"KJXHbNpCY7Q","secret",NA,0.0012453300124533
"KJXHbNpCY7Q","sport",NA,0.0012453300124533
"KJXHbNpCY7Q","talk",NA,0.0012453300124533
"KJXHbNpCY7Q","victoria’s",NA,0.0012453300124533
"t6fBq1Vmc4s","2016",NA,0.0012453300124533
"t6fBq1Vmc4s","bling",NA,0.0012453300124533
